,User Name,Organization,Organization Type,Organization Country,Is Active,CPU Compute Allocation,CPU Node Hours Charged,GPU Compute Allocation,GPU Node Hours Charged,PI Name,Project Description,Department,Organization City
1840,jcarron,University of Geneva,UNIV,Switzerland,True,100.0,0.0638888888888888,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Astronomy Centre,Geneva
1841,mmiah0,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,4500.0,1989.1269444444445,12000.0,0.0,David Mccallen,High Performance Simulations for Regional Scale Earthquake Hazard and Risk Assessments,Earth and Energy Sciences,Berkeley
1842,rblum5,The Large Synoptic Survey Telescope Corporation (LSST),NONPROF,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Operations,Tuscon
1843,dsokaras,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,2000.0,0.0,75.0,0.0,Dimosthenis Sokaras,First Principles x-ray spectroscopy calculations for supporting catalysis and energy related science,Stanford Synchrotron Radiation Lightsource,Menlo Park
1844,wbhimji,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,125820.46083333332,0.7552777777777778,1161430.9925,0.6261111111111111,Sudip Dosanjh,NERSC Staff Accounts,NERSC,Berkeley
1845,pntelis,Laboratoire d?Astrophysique de Marseille,OTHGOVLB,France,True,1.0,0.0,100.0,0.0,Stephen Bailey,Cosmology Data Repository,Center of Particle Physics Marseille,Marseille
1846,sdixon,University of California Berkeley,UNIV,United States of America,True,2.0625,0.0,0.375,0.0,Greg Aldering,The Nearby Supernova Factory,Physics,Berkeley
1847,aceve11,University of Utah,UNIV,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,Mechanical Engineering,Salt Lake City
1848,campy1,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,3000.0,0.0,4000.0,351.75416666666666,Maxim Umansky,LLNL MFE Supercomputing,Fusion Energy Sciences Program,Livermore
1849,binwang,University of Oklahoma,UNIV,United States of America,True,2589.0,0.0,0.0,0.0,Bin Wang,Plasmonic Catalysis at the Interfaces,"School of Chemical, Biological and Materials Engineering",Norman
1850,mfriz,HudsonAlpha Institute for Biotechnology,NONPROF,United States of America,True,2800.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Informatics,Huntsville
1851,kskumar,Argonne National Laboratory,DOELAB,United States of America,True,62500.0,0.0,7607.526111111111,0.0,Subramanian Sankaranarayanan,Electric field oxidation of nanoscale oxides,NST,Argonne
1852,hafizh,Northeastern University,UNIV,United States of America,True,3250.0,0.0,75.0,0.0,Arun Bansil,"Correlation Effects, Magnetism, and Spectroscopy of Complex Materials, including Nanosystems",Physics,Boston
1853,slz839,Northwestern University,UNIV,United States of America,True,1214.846,0.0,350.0,0.0,,,EECS,Evanston
1854,yxj135,Penn State University - University Park,UNIV,United States of America,True,1062.5,0.0,500.0,0.0,Yi Wang,Computational Mesoscale Science and Open Software for Quantum Materials,,University Park
1855,wardlt,Argonne National Laboratory,DOELAB,United States of America,True,15170.3,830.1561111111112,29525.0,0.0,Sotiris Xantheas,"Guest-host interactions in the gas phase, in aqueous systems and hydrate lattices",,Argonne
1856,chenb,University of Wisconsin - Madison,UNIV,United States of America,True,107088.8,16062.792222222222,112532.0,4199.0325,Manos Mavrikakis,First-Principles Catalyst Design for Environmentally Benign Energy Production,Chemical And Biological Engineering,Madison
1857,vlcek,University of California Santa Barbara,UNIV,United States of America,True,96500.0,0.0,20000.0,0.0,Vojtech Vlcek,SciDAC Partnership: Real-time dynamics of driven correlated electrons in quantum materials,Chemistry and Biochemistry,Santa Barbara
1858,xswei,University of California Irvine,UNIV,United States of America,True,6000.0,0.8394444444444444,8562.009777777777,5.397222222222222,Zhihong Lin,SciDAC ISEP: Integrated Simulation of Energetic Particle Turbulence and Transport,Department of Physics,Irvine
1859,csnavely,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,109000.0,0.0,1150000.0,0.0,Sudip Dosanjh,NERSC Staff Accounts,Infrastructure Services Group,Berkeley
1860,songzhou,University of Pennsylvania,UNIV,United States of America,True,2000.0,1093.4369444444444,0.0,0.0,Andrew Rappe,Center for 3D Ferroelectric Microelectronics,Materials Science and Engineering,Philadelphia
1861,thorsten,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,600.0,0.0,200.0,0.0,Spencer Klein,Simulation and Analysis for IceCube,Engineering,Berkeley
1862,hacarr,University of Leeds,UNIV,United Kingdom of Great Britain and Northern Ireland,True,100.0,0.0,10.0,0.0,Gunther Weber,ECP ALPINE: Algorithms and Infrastructure for In Situ Visualization and Analysis,School of Computing,Leeds
1863,dudwary,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,2807.5,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Secondary Metabolites Science Programs,Walnut Creek
1864,jdjakem,Sandia National Laboratories - New Mexico,DOELAB,United States of America,True,1426.0,0.0,526.0,0.0,Mauro Perego,Framework for Antarctic System Science In E3SM,Optimization and Uncertainty Quantification,Albuquerque
1865,santanu,Oak Ridge National Laboratory,DOELAB,United States of America,True,7958.0,0.0,13390.593333333334,0.0,Santanu Roy,Reactivity and speciation in condensed phase systems,Chemical Sciences Division,Oak Ridge
1866,bibiraju,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Data Architectures,Richland
1867,o1james,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,55500.0,0.0,1151000.0,0.0,Elizabeth Bautista,NERSC Operations Staff Accounts,OTG,Berkeley
1868,kolsen,NSF's National Optical-Infrared Astronomy Research Laboratory,OTHGOVLB,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Community Science and Data Center,Tucson
1869,aphearin,Argonne National Laboratory,DOELAB,United States of America,True,2300.0,0.0,2100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,High Energy Physics Division,Argonne
1870,ogando,Observatorio Nacional,OTHGOVLB,Brazil,True,3525.0,0.0,450.0,0.0,Joe Zuntz,Dark Energy Survey,Nupea,Rio de Janeiro
1871,dubrovin,Stanford University,UNIV,United States of America,True,1400.0,0.0,2000.0,0.0,Amedeo Perazzo,Transforming X-ray Science Toward Data-Centrism,,Stanford
1872,ermal,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,109213.51033333332,210.67916666666667,115175.0,101.17527777777778,Sudip Dosanjh,NERSC Staff Accounts,Physics,Berkeley
1873,nagler,RadiaSoft LLC,SMBUS,United States of America,True,300.0,0.4588888888888889,600.0,0.0,James Rosenzweig,High-gradient acceleration of electrons in plasma and dielectric structures,Software,Boulder
1874,ohallats,University of California Berkeley,UNIV,United States of America,True,1653.4094444444445,0.0,450.0,0.0,Oskar Hallatschek,Computational modeling of the dynamics of dense microbial populations,Physics; Integrative Biology,Berkeley
1875,sgriffin,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,55777.5,0.0,54150.0,295.2705555555556,Sinead Griffin,Theory and design of functional quantum materials,Materials Science Division,Berkeley
1876,zxzhai,Shanghai Jiao Tong University,UNIV,China,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,IPAC/Caltech,Shanghai
1877,lizhi,Oak Ridge National Laboratory,DOELAB,United States of America,True,100.0,0.0,200.0,0.0,Paul Kent,Computational Resources for the Nanomaterials Theory Institute at the CNMS,CNMS,Oak Ridge
1878,yamamoto,University of Texas at El Paso,UNIV,United States of America,True,3842.4,1.7208333333333334,375.0,0.0,Koblar Jackson,FLOSIC: efficient density functional calculations without self-interaction,Department of Physics,El Paso
1879,monzani,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,14000.004250000002,0.0,699.9877916666668,0.0,,,Fundamental Physics Directorate,Menlo Park
1880,luitz,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,FPD/Liquid Noble,Menlo Park
1881,lystrom,North Dakota State University,UNIV,United States of America,True,3000.0,0.0,0.0,0.0,Dmitri Kilin,Computational Modeling of Photo-catalysis and Photo-induced Charge Transfer Dynamics on Surfaces  ,Chemistry,Fargo
1882,alupi,Universita' degli Studi dell'Insubria - Como,UNIV,Italy,True,100.0,0.0,75.0,0.0,Tom Abel,Assembling Galaxies of Resolved Anatomy (AGORA) Database,,Como
1883,cbrulten,Durham University,UNIV,United Kingdom of Great Britain and Northern Ireland,True,5000.0,0.5513888888888889,75.0,0.0,Glenn Sembroski,Data Analysis for VHE Gamma-Rays,Physics,Durham
1884,pmiro,University of South Dakota,UNIV,United States of America,True,11336.5,0.3936111111111111,0.0,0.0,Pere Miro-Ramirez,Understanding Structure-Function Relationships of Polyoxovanadate-Alkoxide Clusters from a Bottom-Up Perspective,Department of Chemistry and Biochemistry,Vermillion
1885,ekorolko,University of Sheffield,UNIV,United Kingdom of Great Britain and Northern Ireland,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Department of Physics and Astronomy,Sheffield
1886,hbar,Lawrence Berkeley National Laboratory - Advanced Light Source (ALS),DOELAB,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,,Berkeley
1887,gfavole,Instituto de Astrofisica de Canarias,OTHGOVLB,Spain,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,,San Cristobal de La Laguna
1888,zhouzm,"National Astronomical Observatories, Chinese Academy of Science",OTHGOVLB,China,True,2001.0,0.0,2100.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,,Beijing
1889,kfauria,Lawrence Berkeley National Laboratory - Advanced Light Source (ALS),DOELAB,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,,Berkeley
1890,peby,Oak Ridge National Laboratory,DOELAB,United States of America,True,112000.0,0.0,1000.0,0.0,Irakli Chakaberia,Data analysis and simulations for the ALICE experiment at the LHC,,Oak Ridge
1891,poprocki,Cornell University,UNIV,United States of America,True,225.0,0.0,75.0,0.0,Cho-Kuen Ng,HEP Stewardship of Accelerator Modeling,Accelerator Physics,Ithaca
1892,sw565,Cornell University,UNIV,United States of America,True,90.0,0.0,75.0,0.0,Cho-Kuen Ng,HEP Stewardship of Accelerator Modeling,CLASSE,Ithaca
1893,rstaten,Southern Methodist University,UNIV,United States of America,True,5000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Dallas
1894,jmcewen,Washington State University,UNIV,United States of America,True,2529.4113888888887,0.0,623.25,0.0,Jean-Sabin McEwen,Developing Multi-Scale Models for the Effective Design of Bimetallic Catalysts    ,Chemical Engineering and Bioengineering,Pullman
1895,sghosh28,Vanderbilt University,UNIV,United States of America,True,12200.0,738.9644444444444,2700.0,0.0,Sokrates Pantelides,Structure and spectroscopy simulations,Dept. of Physics and Astronomi ,Nashville
1896,whl5,University of California Santa Barbara,UNIV,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Particle Physics,Santa Barbara
1897,nagamine,University of Nevada Las Vegas,UNIV,United States of America,True,500.0,0.0,75.0,0.0,Tom Abel,Assembling Galaxies of Resolved Anatomy (AGORA) Database,Physics and Astronomy,Las Vegas
1898,banerjee,University of California Los Angeles (UCLA),UNIV,United States of America,True,6700.0,0.0,11000.0,0.0,Amartya Banerjee,Data Driven and First Principles Simulations of Chiral Matter,Computational Research Division,Los Angeles
1899,colleenh,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,1214.846,0.0,350.0,0.0,,,Computational Research Division,Berkeley
1900,jclassqk,Oak Ridge National Laboratory,DOELAB,United States of America,True,100.0,0.0,200.0,0.0,Paul Kent,Computational Resources for the Nanomaterials Theory Institute at the CNMS,CNMS,Oak Ridge
1901,gazta,ICE (INSTITUT DE CIENCIES DE L ESPAI- Institute of Space Sciences),OTHGOVLB,Spain,True,5525.0,0.0,2450.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,,Barcelona
1902,pwolfram,Los Alamos National Laboratory,DOELAB,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Theoretical Division,Los Alamos
1903,mwalther,Ludwig-Maximilians-Universitaet Muenchen,UNIV,Germany,True,2150.0,43.54972222222222,2600.037527777777,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Irfu/DPhP,Munich
1904,rowlandk,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,389187.7537777778,2.694166666666667,1160162.5247222222,115.5338888888889,Sudip Dosanjh,NERSC Staff Accounts,NERSC,Berkeley
1905,karen8,National Center for Atmospheric Research,OTHGOVLB,United States of America,True,250000.0,0.0,3750.0,0.0,Nan Rosenbloom,CATALYST Climate Variability and Prediction Studies ,,Boulder
1906,colio,University of Texas at Austin,UNIV,United States of America,True,1800.0,87.28888888888889,3000.0,0.0,David Hatch,Gyrokinetic turbulence and transport: From basic understanding to truly predictive capability,Physics,Austin
1907,jihwang,National Oceanic & Atmospheric Administration,OTHGOVLB,United States of America,True,5100.0,0.0,10.0,0.0,Gilbert Compo,Ocean Atmosphere Reanalyses for Climate Applications (OARCA) 1780-2021,Department of Commerce,Washington
1908,sk8,San Jose State University,UNIV,United States of America,True,4265.704722222222,105.47805555555556,0.0,0.0,Santosh KC,Electronic Properties of Van der Waals Layered Materials,Materials Department,San Jose
1909,woodburn,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,9343.924722222222,0.6238888888888889,525.0,0.0,Erica Woodburn,Advancing post-wildfire hydrologic response research and recovery efforts with rapid measurements and model developments following the Caldor Fire,Energy Geosciences,Berkeley
1910,rza,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,125200.0,0.0,1400.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Climate Sciences Department,Berkeley
1911,bwood,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,427.0206666666666,5.315277777777778,70.0,0.0,Wahid Bhimji,"Data, AI, and Analytics at Scale for Science",NERSC,Berkeley
1912,jamesjee,University of California Davis,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics Department,Davis
1913,ebaxter,University of Hawaii,UNIV,United States of America,True,3525.0,400.34222222222223,450.0,0.0,Joe Zuntz,Dark Energy Survey,Physics,Honolulu
1914,tdali92,University of California Los Angeles (UCLA),UNIV,United States of America,True,22750.0,14176.330833333332,23500.194722222222,57.18,Frank Tsung,Continuing studies of plasma based accelerators,Physics,Los Angeles
1915,cppa,California State University Los Angeles (CalStateLA),UNIV,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,,Los Angeles
1916,jcamille,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,551.3410833333334,0.0,150.0,0.0,Yury Kolomensky,Data Analysis and Simulations for the CUORE Neutrinoless Double Beta Decay Experiment ,,Berkeley
1917,dteaney,Stony Brook University,UNIV,United States of America,True,2000.0,101.97972222222222,75.00333333333333,0.0138888888888888,Derek Teaney,Exploring the real time dynamics of the chiral phase transition in heavy ion collisions,,Stony Brook
1918,dpefkou,Massachusetts Institute of Technology,UNIV,United States of America,True,100.0,99.68972222222222,25000.0,0.0,Phiala Shanahan,"The gluonic structure, pressure, and shear distributions of the nucleon",,Cambridge
1919,rkehoe,Southern Methodist University,UNIV,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,physics,Dallas
1920,ecampbel,University of California Santa Cruz,UNIV,United States of America,True,75.0,0.0,75.0,0.0,John Campbell,Using carbonyl sulfide to quantify regional terrestrial biological carbon fluxes,,Santa Cruz
1921,linl,Oak Ridge National Laboratory,DOELAB,United States of America,True,16000.0,15379.60638888889,75.0,0.0,Lianshan Lin,Application of Machine Learning to the Bubbly Liquid Mercury Target at SNS,Materials Science and Technology Division,Oak Ridge
1922,rwarburt,Case Western Reserve University,UNIV,United States of America,True,3625.0,1540.6530555555555,75.0,0.0,Richard Gerber,NERSC overhead account for users with no active repo,Chemical Engineering,Cleveland
1923,bbukows,Johns Hopkins University,UNIV,United States of America,True,799.5,0.0,0.0,0.0,Richard Gerber,NERSC overhead account for users with no active repo,Department of Chemical & Biological Engineering,Baltimore
1924,gerdes,University of Michigan,UNIV,United States of America,True,42.72888888888889,0.0,1000.3355555555556,0.0,Masao Sako,The Dark Energy Survey Supernova Search,,Ann Arbor
1925,eriof,Korea Institute for Advanced Study,OTHGOVLB,Korea (the Republic of),True,1950.0,1373.8197222222225,15.0,0.0,Hyowon  Park,Correlated quantum materials properties: a perspective from ab initio dynamical mean field theory,Division of Materials Science & Engineering,Seoul
1926,agapitov,University of California Berkeley,UNIV,United States of America,True,500.0,0.0,2500.0,0.0,William Dorland,"Turbulence, Transport and Magnetic Reconnection in High Temperature Plasma",Space Science Laboratory,Berkeley
1927,abroddy,Florida International University,UNIV,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,School of Forestry & Environmental Studies,Miami
1928,mewang,University of California Santa Barbara,UNIV,United States of America,True,54586.0,4885.53,2326.8863333333334,0.0,Deyu Lu,First principles modelling of nanomaterials: Method development and applications,Materials Science and Chemical Engineering,Santa Barbara
1929,rfonseca,Instituto Superior Tecnico,UNIV,Portugal,True,1550.0,0.0,4000.0,0.0,,,,Lisboa
1930,hongcheq,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,100.0,0.0,0.7504111111111111,0.0,Hsi-Yen Ma,LLNL ASR and PCMDI Science Focus Area,Department of Earth System Science,Livermore
1931,shn898,"National Energy Technology Laboratory (NETL) - Albany, OR",DOELAB,United States of America,True,42529.05,18956.64277777778,18015.0,0.0,,,Materials Science,ALBANY
1932,zender,University of California Irvine,UNIV,United States of America,True,800.0,33.187222222222225,580.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Earth System Science,Irvine
1933,padams,Brookhaven National Lab,DOELAB,United States of America,True,1220.0,0.0,525.0,0.0,Vahid Ranjbar,"Particle Tracking for RHIC,AGS and future BNL machines.",Collider-Accelarator,Upton
1934,lynnej,University of Washington,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Department of Astronomy,Seattle
1935,mdelben,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,221115.5,146.9597222222222,69588.5163888889,76.58555555555556,Mauro Del Ben,Dynamics and decoherence of excited states in 2D systems for quantum technology,Computational Research Division,Berkeley
1936,sahrendt,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,2800.0,32.44833333333333,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Fungal Genomics,Walnut Creek
1937,timmer,National Oceanography Centre,OTHER,United Kingdom of Great Britain and Northern Ireland,True,0.0,0.0,0.0,0.0,Richard Gerber,NERSC overhead account for users with no active repo,CESD / EESA,Southampton
1938,binchen,University of Science & Technology of China,UNIV,China,True,0.0,0.0,0.0,0.0,Maxim Umansky,LLNL MFE Supercomputing,Physics Division,Hefei
1939,dhardy,University of Illinois at Urbana-Champaign,UNIV,United States of America,True,0.0,0.0,6670.0,0.0,Emad Tajkhorshid,Multiscale simulations of rate-limiting energy conversion steps in cyanobacterial photosynthetic domains,Beckman Institute,Urbana
1940,jonbob,Los Alamos National Laboratory,DOELAB,United States of America,True,32032.926111111112,63.998333333333335,175.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),T-3,Los Alamos
1941,mandrade,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,91944.0,3273.4391666666666,27406.0,8098.653333333334,Annabella Selloni,Surfaces and Interfaces of Photocatalytic Metal-oxide Materials,Chemical Sciences,Livermore
1942,vfung,Georgia Institute of Technology,UNIV,United States of America,True,2200.0,681.0608333333333,970.0,29.42361111111111,Victor Fung,"Data-driven inverse design of sustainable materials for green energy
",Center for Nanophase Materials Sciences,Atlanta
1943,wilbert,Los Alamos National Laboratory,DOELAB,United States of America,True,114500.0,3140.2522222222224,2400.224222222222,0.0,Hailong Wang,High-Latitude Application and Testing (HiLAT) of Earth System Models & Regional Arctic System Model,Computational Physics and Methods (CCS-2),Los Alamos
1944,ghanem,University of Southern California,UNIV,United States of America,True,0.0,0.0,0.0,0.0,Richard Gerber,NERSC overhead account for users with no active repo,School of Engineering,Los Angeles
1945,taojiang,Ames Laboratory Iowa State University,DOELAB,United States of America,True,7500.0,6824.5488888888885,75.0,0.4,Yongxin Yao,Predictive Modeling of the Structures and Properties of Energy-Relevant Materials,Department of Physics,Ames
1946,lvroekel,Los Alamos National Laboratory,DOELAB,United States of America,True,23136.926111111112,5.545555555555556,1787.6681666666666,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),T3 Fluid Dynamics -- Solid Mechanics,Los Alamos
1947,vancho,University of Michigan,UNIV,United States of America,True,3000.0,225.755,100.0,0.0,Vancho Kocevski,"First-Principles Study of Radiation Induced Stability and Ion
Mobility in Complex Oxides","Mechanical Engineering Department, Nuclear Engineering Program",Ann Arbor
1948,michoski,University of Texas at Austin,UNIV,United States of America,True,6000.0,0.0,10000.0,0.0,David Hatch,Gyrokinetic turbulence and transport: From basic understanding to truly predictive capability,Computational Engineering (ICES),Austin
1949,chengzhu,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,300.0,1.008888888888889,100.7504111111111,0.0,Hsi-Yen Ma,LLNL ASR and PCMDI Science Focus Area,"Atmospheric, Earth and Energy Division",Livermore
1950,milena,Los Alamos National Laboratory,DOELAB,United States of America,True,113200.0,703.8722222222223,2425.224222222222,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Theoretical Division,Los Alamos
1951,aohara,Vanderbilt University,UNIV,United States of America,True,8900.0,0.0063888888888888,2000.0,0.0,Sokrates Pantelides,Structure and spectroscopy simulations,Department of Physics and Astronomy,Nashville
1952,mdrisser,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,212.5,0.3558333333333333,75.0,0.0,Mark Risser,Calibrated and Systematic Characterization Attribution and Detection of Extremes,Climate and Ecosystem Sciences,Berkeley
1953,glock,Microsoft Corporation,INDUSTRY,United States of America,True,5250.0,0.0,2985.6272222222224,0.0,John Shalf,Advanced Technology Group: (CoDEx) CoDesign for Exascale,NERSC,Redmond
1954,bma4,North Carolina State University,UNIV,United States of America,True,75000.78944444444,1.061388888888889,100.0,0.0,Chueng-Ryong Ji,Quantum Chromodynamic Analysis of Hadron Structure and Application to Cosmology,Physics,Raleigh
1955,fragalla,Cray Inc.,INDUSTRY,United States of America,True,90000.0,0.0,60000.0,0.0,Tina Declerck,NERSC HPE/Cray Staff Accounts,Storage,Seattle
1956,ssnyder,Argonne National Laboratory,DOELAB,United States of America,True,1000.0,13.914444444444444,100.0,0.0,Shane Snyder,ECP DataLib,MCS,Argonne
1957,sroca,Lunds Universitet,UNIV,Sweden,True,1000.0,218.41166666666663,75.0,0.0,Tom Abel,Assembling Galaxies of Resolved Anatomy (AGORA) Database,Departamento de Física de la Tierra y Astrofísica ,Lund
1958,pryke,University of Minnesota Twin Cities,UNIV,United States of America,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Physics,Minneapolis
1959,yongzhao,Argonne National Laboratory,DOELAB,United States of America,True,11500.0,0.0,75.0,0.0,Richard Gerber,NERSC overhead account for users with no active repo,,Argonne
1960,qingjian,Massachusetts Institute of Technology,UNIV,United States of America,True,1000.0,0.0,15000.0,0.0,,,Plasma Science and Fusion Center,Cambridge
1961,tlan,National Taiwan University,UNIV,Taiwan,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Kavli IPMU,Taipei
1962,njeffery,Los Alamos National Laboratory,DOELAB,United States of America,True,21536.926111111112,0.0,100.0,0.0,Erin Thomas,Interdisciplinary Research for Arctic Coastal Environments (InteRFACE),Computational Physics and Methods,Los Alamos
1963,tyounkin,Oak Ridge National Laboratory,DOELAB,United States of America,True,10000.0,0.0,12500.0,0.0,Brian Wirth,PSI SciDAC: Predicting the Performance and Impact of Dynamic PFC Surfaces,Nuclear Engineering,Oak Ridge
1964,jliang,South China Normal University,UNIV,China,True,195000.0,0.7380555555555556,58000.0,51.54277777777778,Keh-Fei Liu,Lattice QCD Monte Carlo Calculation of Hadronic Structure and Spectroscopy,University of Kentucky,Guangzhou CITY
1965,iris,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,15212.3575,8.61,9000.0,257.2572222222222,Amedeo Perazzo,Data Analytics at the Exascale for Free Electron Lasers,,Berkeley
1966,vikramg,University of Michigan,UNIV,United States of America,True,36122.35194444445,0.0,10250.0,0.0,Vikram Gavini,PRISMS: Integrated multiscale modeling of Mg structural alloys,"Mechanical Engineering, Materials Science & Engineering",Ann Arbor
1967,eclare,Los Alamos National Laboratory,DOELAB,United States of America,True,23736.926111111112,0.0,7675.0,0.0,Erin Thomas,Interdisciplinary Research for Arctic Coastal Environments (InteRFACE),,Los Alamos
1968,mlesser,The University of Arizona,UNIV,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Steward Observatory,Tucson
1969,yanning,"Institute of Plasma Physics, Chinese Academy of Sciences",UNIV,China,True,12000.0,6924.677777777778,0.0,0.0,Maxim Umansky,LLNL MFE Supercomputing,Tokamak Devision,Hefei
1970,cslage,University of California Davis School of Veterinary Medicine,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,DESC,Davis
1971,mb2010,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,4500.0,11.412222222222224,3060.6272222222224,0.0,John Shalf,Advanced Technology Group: (CoDEx) CoDesign for Exascale,Institute for Computational Engineering and Sciences,Berkeley
1972,vkarasev,University of Rochester,UNIV,United States of America,True,15000.0,14813.455833333332,750.0,0.0,Valentin Karasev,First-principles investigation of material properties with advanced free-energy density functionals over warm dense and plasma regimes,LLE,Rochester
1973,lslivins,NOAA Earth System Research Laboratory,OTHGOVLB,United States of America,True,51000.0,0.0,100.0,0.0,Gilbert Compo,Ocean Atmosphere Reanalyses for Climate Applications (OARCA) 1780-2021,Physical Sciences Division,Boulder
1974,mgyoo,General Atomics,INDUSTRY,United States of America,True,60000.0,0.0,5625.0,0.1188888888888888,Weixing Wang,Turbulent Transport and Multiscale Gyrokinetic Simulation,Theory Department,San Diego
1975,lbluque,Lawrence Berkeley National Laboratory - Advanced Light Source (ALS),DOELAB,United States of America,True,1350.0,0.0,90375.0,0.0,Alex Hexemer,Advanced Light Source,,Berkeley
1976,sgrady,The University of Tennessee,UNIV,United States of America,True,300.0,6.971388888888889,0.0,0.0,Michael Langston,Scalable Computational Methods for the Analysis of High-Throughput Biological Data,Genome Science and Technology,Knoxville
1977,mbonett,Yale University,UNIV,United States of America,True,500.0,0.0,75.0,0.0,Yoram Alhassid,Many-Body Studies of Nuclei and Cold Atoms,Physics,New Haven
