User Name,Organization,Organization Type,Organization Country,Is Active,CPU Compute Allocation,CPU Node Hours Charged,GPU Compute Allocation,GPU Node Hours Charged,PI Name,Project Description,Department,Organization City
ahayashi,Georgia Institute of Technology,UNIV,United States of America,True,3875.416138888889,347.59027777777777,859.6254444444445,0.09,John Shalf,Advanced Technology Group: (CoDEx) CoDesign for Exascale,School of Computer Science,Atlanta
esuchyta,Oak Ridge National Laboratory,DOELAB,United States of America,True,1550.0,0.4625,1510.0,0.4811111111111111,Choongseok Chang,Partnership Center for High-fidelity Boundary Plasma Simulation: SciDAC-4 Center,Computer Science and Mathematics Division,Oak Ridge
hpp,Los Alamos National Laboratory,DOELAB,United States of America,True,600.0,230.36055555555555,550.0,50.93972222222222,Howard Pritchard,ECPUSRPRG-14,DOE/NNSA,Los Alamos
swift,University of California Santa Barbara,UNIV,United States of America,True,0.0,0.0,75.0,0.0,Chris Van de Walle,First-principles modeling of nitride and oxide materials,Physics,Santa Barbara
mkatz,Stony Brook University,UNIV,United States of America,True,100250.0,0.0,155000.0,52.84194444444445,Michael Zingale,"Three-dimensional studies of white dwarfs, massive stars, and neutron star systems",,Stony Brook
lhandley,HudsonAlpha Institute for Biotechnology,NONPROF,United States of America,True,280000.0,204.35972222222225,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Genome Sequencing Center,Huntsville
arka21,"Indian Institute of Science Education and Research, Pune",UNIV,India,True,12500.0,0.0,13125.0,0.0,Risa Wechsler,Cosmological Simulations for Sky Surveys,Physics and Astrophysics,Pune
gkestor,Oak Ridge National Laboratory,DOELAB,United States of America,True,1214.846,0.0,350.0,0.0,Leonid Oliker,"RAPIDS2: a SciDAC Institute for Resource and Application Productivity through computation, Information",,Oak Ridge
ralphbir,University of California Los Angeles (UCLA),UNIV,United States of America,True,5000.0,0.0,75.0,0.0,Glenn Sembroski,Data Analysis for VHE Gamma-Rays,Physics,Los Angeles
sshaw,University of Edinburgh,UNIV,United Kingdom of Great Britain and Northern Ireland,True,2800.0008500000004,20.293333333333333,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,Edinburgh
hseto,National Institutes for Quantum and Radiological Science and Technology,OTHGOVLB,Japan,True,3000.0,0.0,0.0,0.0,Maxim Umansky,LLNL MFE Supercomputing,,Rokkasho-mura
fgoeltl,The University of Arizona,UNIV,United States of America,True,1523.0,9019.659166666666,0.0,0.0,Florian Goeltl,Holistic materials design of heterogeneous catalysts,Department of Chemical and Biological Engineering,Tucson
fede,General Atomics,INDUSTRY,United States of America,True,3000.0,540.2002777777777,5000.0,380.2275,Gary Staebler,Simulation of Magnetically Confined Fusion Plasmas,Theory and Computational Science,San Diego
kec003,University of California San Diego,UNIV,United States of America,True,1000.0,0.0,0.0,0.0,Bernhard Palsson,Next-generation genome-scale in silico modeling,Bioengineering,La Jolla
cpascoal,LIP-Coimbra,NONPROF,Portugal,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,Coimbra
eeloe,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,14800.0,0.0,10150.391111111112,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,,Walnut Creek
mttang,Stanford University,UNIV,United States of America,True,4500.0,0.0,3900.0,83.58527777777778,Michal Bajdich,"LiSA: The Liquid Sunlight Alliance (LiSA) funded DOE energy hub NERSC allocation
(formerly JCAP) ",Material Science and Engineering,Stanford
rotskoff,Stanford University,UNIV,United States of America,True,3250.0,0.0,7600.0,0.0,Richard Gerber,NERSC overhead account for users with no active repo,,Stanford
mihaylov,North Dakota State University,UNIV,United States of America,True,3000.0,0.0,0.0,0.0,Dmitri Kilin,Computational Modeling of Photo-catalysis and Photo-induced Charge Transfer Dynamics on Surfaces  ,Physics,Fargo
nhc,Columbia University,UNIV,United States of America,True,300000.0,0.0,319999.58805555553,0.0,Rajan Gupta,Lattice QCD search for physics beyond the standard model,Physics,New York
gaitskel,Brown University,UNIV,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,Providence
mdorier,Argonne National Laboratory,DOELAB,United States of America,True,1619.794666666667,0.0,350.0,0.0,Leonid Oliker,"RAPIDS2: a SciDAC Institute for Resource and Application Productivity through computation, Information",MCS,Argonne
yrevaz,Ecole Polytechnique Federale de Lausanne (EPFL),UNIV,Switzerland,True,100.0,0.0,75.0,0.0,Tom Abel,Assembling Galaxies of Resolved Anatomy (AGORA) Database,,Lausanne
csimpson,Argonne National Laboratory,DOELAB,United States of America,True,213.5103333333333,0.4086111111111111,175.0,1.928055555555556,Wahid Bhimji,"Data, AI, and Analytics at Scale for Science",,Argonne
sfiorucc,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,Berkeley
rmannino,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,Livermore
masrul,Mississippi State University,UNIV,United States of America,True,9537.0,0.0,4411.5,0.0,Neeraj Rai,Molecular Insights into Condensed Phase Heterogenous Catalytic Processes for Biomass Conversion,Chemical engineering ,Mississippi State
wolfs,University of Rochester,UNIV,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics and Astronomy,Rochester
haselsco,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,14000.004250000002,99.38583333333334,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,Berkeley
lztan,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,13100.0,0.0,50000.0,1.5333333333333334,Liang Tan,Excited state dynamics of halide perovskites and other spin-orbit coupled materials,Molecular Foundry,Berkeley
dfink,Harvard University,UNIV,United States of America,True,2001.0,0.0,2100.0,0.0,Stephen Bailey,Cosmology Data Repository,Physics,Cambridge
fvaldes,NSF's National Optical-Infrared Astronomy Research Laboratory,OTHGOVLB,United States of America,True,2001.0,0.0,2100.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Astronomy,Tucson
adamyers,University of Wyoming,UNIV,United States of America,True,5001.0,8.501666666666667,2100.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Department of Physics & Astronomy,Laramie
yangke,Yale University,UNIV,United States of America,True,1435.0,114.88694444444444,7512.241666666667,0.0,Victor Batista,QM/MM Studies of High-Valent Manganese Complexes,Chemistry,New Haven
mcusenti,Sandia National Laboratories - New Mexico,DOELAB,United States of America,True,3300.0,0.0,10280.0,0.0,Brian Wirth,PSI SciDAC: Predicting the Performance and Impact of Dynamic PFC Surfaces,Multiscale Modeling,Albuquerque
acmetest,Sandia National Laboratories - New Mexico,DOELAB,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Department of Energy,Albuquerque
mds,The University of Tennessee,UNIV,United States of America,True,115.02133333333332,4.658055555555555,280765.0511111111,34974.445,Micholas Smith,Integrating HPC molecular simulation with neutron scattering to study complex biological systems,BSD,Knoxville
rlh,"California Polytechnic State University, San Luis Obispo",UNIV,United States of America,True,3750.001111111111,0.0,75.0,0.0,Robert Holtzapple,Beam Dynamics and Collective effects in proton and electron-positron storage rings,,San Luis Obispo
radfordd,Oak Ridge National Laboratory,DOELAB,United States of America,True,658.5342916666667,0.0,5800.0,0.0,Yuen-Dat Chan,Majorana - Neutrinoless Double Beta Decay,Physics,Oak Ridge
ncook,RadiaSoft LLC,SMBUS,United States of America,True,1500.0,0.0,600.0,0.0,James Rosenzweig,High-gradient acceleration of electrons in plasma and dielectric structures,Accelerator Physics,Boulder
mwu,University of California Berkeley,UNIV,United States of America,True,100.0,0.3061111111111111,25650.289166666666,0.0,Jack Deslippe,Center for Computational Study of Excited-State Phenomena in Energy Materials (C2SEPEM),Physics,Berkeley
meneghin,General Atomics,INDUSTRY,United States of America,True,2000.0,0.4727777777777778,2500.0,0.0,Jin Myung Park,AToM-2 SciDAC - Advanced Tokamak Modeling Environment,General Atomics Theory,San Diego
ila19999,LaGuardia Community College - CUNY,UNIV,United States of America,True,375.0,0.0,0.0,0.0,Ian Alberts,Quantum Mechanical Prediction of the Energetic and Magnetic Properties of Complex Transition     Metal Systems,Natural Sciences,Long Island City
solkim,University of California Berkeley,UNIV,United States of America,True,0.0,0.0,0.0,0.0,Mark Risser,Calibrated and Systematic Characterization Attribution and Detection of Extremes,Department of Geography,Berkeley
msi,Facebook,INDUSTRY,United States of America,True,8090.455555555556,0.0,2250.0,0.0,Sayan Ghosh,"MPI for exascale and beyond: optimization, applications and analysis",Mathematics and Computer Science Division,Menlo Park
mcewen,University College London,UNIV,United Kingdom of Great Britain and Northern Ireland,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,,London
kklymko,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,91750.0,31.861944444444443,1156610.6272222225,18.249166666666667,John Shalf,Advanced Technology Group: (CoDEx) CoDesign for Exascale,CRD,Berkeley
btayo,University of Central Oklahoma,UNIV,United States of America,True,750.0,0.0,0.0,0.0,Richard Gerber,NERSC overhead account for users with no active repo,Engineering & Physics,Edmond
epuesche,Deutsches Elektronen-Synchrotron,OTHGOVLB,Germany,True,5000.0,0.0,75.0,0.0,Glenn Sembroski,Data Analysis for VHE Gamma-Rays,,Zeuthen
chulwoo,Brookhaven National Lab,DOELAB,United States of America,True,60000.0,0.0,319999.58805555553,0.0,Rajan Gupta,Lattice QCD search for physics beyond the standard model,Physics Department,Upton
tang31,Dalian University of Technology,UNIV,China,True,1000.0,57.23083333333334,0.0,0.0,Maxim Umansky,LLNL MFE Supercomputing,School of Physics,Dalian
troxel,Duke University,UNIV,United States of America,True,3825.0,0.0,550.0,0.0,Joe Zuntz,Dark Energy Survey,Physics,Durham
psushko,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,29937.5,10212.223333333332,4150.0,0.0,Petr Sushko,Design of structural inhomogeneities to control functional properties,,Richland
btf,California Institute of Technology,UNIV,United States of America,True,2505.0,0.0,609.0,0.0,Brent Fultz,Computation of Vibrational and Electronic Excitations in Materials,Applied Physics and Materials Science,Pasadena
aparkin,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,200.0,0.0,200.0,0.0,Shane Canon,Systems Biology Knowledge Base,,Berkeley
esp,Rice University,UNIV,United States of America,True,22500.0,43.52777777777778,15000.0,9.738888888888887,Boris Yakobson,Multiscale Modeling of Carbon and Boron-Based Nanomaterials,Department of Materials Science and Nanoengineering,Houston
tkurth,NVIDIA Corporation,INDUSTRY,United States of America,True,250.0,0.0,5000.0,0.0,Sudip Dosanjh,NERSC Center Vendor Accounts,NERSC,Santa Clara
gjost1,Supersmith,INDUSTRY,United States of America,True,430.0,0.0,1276.7425,0.0,Alice Koniges,HPX and OpenMP,Software Engineering,Pebble Beach
jlasker,Southern Methodist University,UNIV,United States of America,True,10000.0,6761.279722222223,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Astronomy and Astrophysics,Dallas
boram,Los Alamos National Laboratory,DOELAB,United States of America,True,85000.0,1539.3216666666667,359999.58805555553,0.0,Rajan Gupta,Lattice QCD search for physics beyond the standard model,Applied computer science (CCS-7),Los Alamos
yfeng1,University of California Berkeley,UNIV,United States of America,True,301.0,0.0,700.0375277777778,0.0,Stephen Bailey,Cosmology Data Repository,Physics,Berkeley
hkaiser,Louisiana State University,UNIV,United States of America,True,430.0,0.0,1276.7425,0.0,Alice Koniges,HPX and OpenMP,,Baton Rouge
rmbowers,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,2800.0,230.50833333333333,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,LBNL/JGI,Walnut Creek
jregier,University of Michigan,UNIV,United States of America,True,1.0,0.0,100.0,0.0,Stephen Bailey,Cosmology Data Repository,EECS,Ann Arbor
jlivezey,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,2500.0,685.2780555555555,50.0,0.0,Kristofer Bouchard,LBL BRAIN,Biological Systems and Engineering,Berkeley
paoletti,Ist. Astrofisica Spaziale e Fisica Cosmica - Bologna,OTHGOVLB,Italy,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,INAF-OAS,Bologna
lado,Kansas State University,UNIV,United States of America,True,2000.0,15.311388888888889,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Manhattan
raad0102,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,9389.11215,4.864166666666667,150.0,0.0,Benjamin Bowen,Metabolite Atlas,Environmental Genomics & Systems Biology,Berkeley
berkowit,Forschungszentrum Juelich,OTHGOVLB,Germany,True,111263.71791666666,4.28,24375.0,0.0,Amy Nicholson,Two-nucleon scattering calculations performed at m_pi ~ 180 MeV using lattice QCD,Institute for Advanced Simulation,Juelich
cdang,University of California Irvine,UNIV,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Earth System Science,Irvine
zippy,Argonne National Laboratory,DOELAB,United States of America,True,1550.0,0.0,1510.0,0.0,Choongseok Chang,Partnership Center for High-fidelity Boundary Plasma Simulation: SciDAC-4 Center,CPS,Argonne
jopobrie,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,0.0,0.0,0.0,0.0,Mark Risser,Calibrated and Systematic Characterization Attribution and Detection of Extremes,ESSA,Berkeley
nschwarz,Argonne National Laboratory,DOELAB,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,X-ray Science Division,Argonne
katezh,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,382.63925,0.0,225.0,0.0,Benjamin Bowen,Metabolite Atlas,Biosciences,Walnut Creek
hkyoung,Old Dominion University,UNIV,United States of America,True,225.0,0.0,75.0,0.0,Cho-Kuen Ng,HEP Stewardship of Accelerator Modeling,Physics department,Norfolk
pandeer,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,1325.2642,0.0,3575.0,0.0,Benjamin Bowen,Metabolite Atlas,EGSB,Berkeley
smkosina,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,4758.82815,7.383611111111111,10157.5,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,EGSB,Berkeley
kdeng,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,7.50715,0.0,75.0,0.0,Benjamin Bowen,OpenMSI: Mass Spectrometry Imaging Resource,EGSB,Berkeley
freeben,Euclid Techlabs Manufacturing and Lab Facility,INDUSTRY,United States of America,True,150.0,0.0,75.0,0.0,Cho-Kuen Ng,Advanced Modeling for Particle Accelerators,Physics,Bolingbrook
simroux,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,2800.0,31.606666666666666,10000.0,17.698055555555555,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Joint Genome Institute,Walnut Creek
darya,Benedictine University,UNIV,United States of America,True,653.8,0.0,0.0,0.0,Julius Jellinek,"Structure, Energetics and Dynamics of Metal, Including Alloy, Nanoparticles; Interactions of Cluster",,lisle
violeta,Lancaster University,UNIV,United Kingdom of Great Britain and Northern Ireland,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Lancaster University,Lancaster
vijaysm,Argonne National Laboratory,DOELAB,United States of America,True,1200.0,0.0,475.0163888888889,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Mathematics and Computational Science,Argonne
dwinston,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,1200.0,0.0,150.39111111111112,0.0,Emiley Eloe-Fadrosh,National Microbiome Data Collaborative,ETA ESDR,Berkeley
khiga,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,,Berkeley
manera,Institut de Fisica d'Altes Energies (IFAE),OTHGOVLB,Spain,True,2001.0,0.0,2100.0,0.0,Stephen Bailey,Cosmology Data Repository,Physics,Barcelona
amccoy,Michigan State University,UNIV,United States of America,True,995.0,419.9447222222222,10.0,0.0,Mark Caprio,Ab initio nuclear structure,Physics,East Lansing
annis,Fermi National Accelerator Laboratory,DOELAB,United States of America,True,3825.0,0.0,550.0,17.16777777777778,Joe Zuntz,Dark Energy Survey,EAG,Batavia
dkorytov,University of Chicago,UNIV,United States of America,True,855.5148611111111,0.0,787.5967777777779,0.0,Salman Habib,SciDAC-5: Enabling Cosmic Discoveries in the Exascale era,Physics,Chicago
matveev,Georgetown University,UNIV,United States of America,True,731.4275,6.6525,75.0,0.0,James Freericks,Parallel simulation of time-resolved pump-probe spectroscopy and driven dissipative systems for QI,Physics Department,Washington
jialiu,"Kavli IPMU, University of Tokyo",UNIV,Japan,True,330.0,0.0,100.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Department of Astrophysical Sciences,Kashiwa
ccombet,Centre National de la Recherche Scientifique,OTHGOVLB,France,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,"LPSC, Grenoble",Paris
dytnvgl,Sandia National Laboratories - New Mexico,DOELAB,United States of America,True,500.0,207.55416666666667,700.0,37.26027777777778,Siva Rajamanickam,Machine Learning Algorithms Research on Accelerator Hardware,,Albuquerque
meifeng,Brookhaven National Lab,DOELAB,United States of America,True,292.7801666666667,0.0,142.5818611111111,0.0,Peter Nugent,CCE Training,Computational Science Initiative,Upton
aumont,Centre National de la Recherche Scientifique,OTHGOVLB,France,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,IRAP,Paris
wfchiu,Institute of High Energy Physics  CAS,OTHGOVLB,China,True,1950.0,0.0,1160.0,0.0,Keh-Fei Liu,Lattice QCD Monte Carlo Calculation of Hadronic Structure and Spectroscopy,,Beijing
sunw,Institute of High Energy Physics  CAS,OTHGOVLB,China,True,9750.0,0.0,1160.0,0.0,Keh-Fei Liu,Lattice QCD Monte Carlo Calculation of Hadronic Structure and Spectroscopy,,Beijing
kjw,U. Rochester - Laboratory for Laser Energetics,NONPROF,United States of America,True,750.0,0.0,12000.0,1353.237777777778,Kathleen Weichman,Laser-plasma interaction in the relativistic transparency regime,Mechanical and Aerospace Engineering,Rochester
xavier,University of California Santa Cruz,UNIV,United States of America,True,3602000.0,0.0,2100.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Santa Cruz
byujiang,Institute of High Energy Physics  CAS,OTHGOVLB,China,True,1950.0,0.0,5800.0,0.0,Keh-Fei Liu,Lattice QCD Monte Carlo Calculation of Hadronic Structure and Spectroscopy,,Beijing
pchu,Los Alamos National Laboratory,DOELAB,United States of America,True,658.5342916666667,0.0,5800.0,0.0,Yuen-Dat Chan,Majorana - Neutrinoless Double Beta Decay,P21,Los Alamos
massar,Los Alamos National Laboratory,DOELAB,United States of America,True,658.5342916666667,0.0,5800.0,0.0,Yuen-Dat Chan,Majorana - Neutrinoless Double Beta Decay,P-23,Los Alamos
singhv,University of California Berkeley,UNIV,United States of America,True,551.3410833333334,0.0,150.0,0.0,Yury Kolomensky,Data Analysis and Simulations for the CUORE Neutrinoless Double Beta Decay Experiment ,Physics,Berkeley
rcarney,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,383.53429166666666,0.0,4800.0,0.0,Alan Poon,Simulations and Analysis for a Large Scale Germanium Neutrinoless Double Beta Decay Experiment (LEGEND),Physics,Berkeley
koposov,University of Edinburgh,UNIV,United Kingdom of Great Britain and Northern Ireland,True,2001.0,138.23277777777778,2100.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics Dept,Edinburgh
wjp,University of Waterloo,UNIV,Canada,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Centre for Asdtrophysics,Waterloo
rmandelb,Carnegie Mellon University,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,,Pittsburgh
sukhdeep,Carnegie Mellon University,UNIV,United States of America,True,2601.0,0.0,2800.037527777777,0.0,Zarija Lukic,Large-Scale Structure of the Universe,Physics,Pittsburgh
hector,Universitat de Barcelona,UNIV,Spain,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,"Institut de Ciencies del Cosmos, Universitat de Barcelona",Barcelona
sjmondo,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,2800.0,16.732222222222223,10000.0,57.37583333333333,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Fungal genomics,Walnut Creek
toshiyan,"Kavli IPMU, University of Tokyo",UNIV,Japan,True,200.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,,Kashiwa
jbbesnar,ParaTools Inc.,SMBUS,United States of America,True,500.0,0.0,3000.0,0.0,Sameer Shende,N9ES-ECP 2.3.1.01 PMR SDK,,Eugene
kjp,University of Wisconsin - Madison,UNIV,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,,Madison
raichoor,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,5000.0,232.23416666666665,2000.0,2.450555555555556,Stephen Bailey,Dark Energy Spectroscopic Instrument,LASTRO,Berkeley
xianchen,Hong Kong University of Science & Technology,UNIV,China,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,Mechanical and Aerospace Engineering,Hong Kong
jcarrill,Oak Ridge National Laboratory,DOELAB,United States of America,True,100.0,0.0,200.0,0.0,Paul Kent,Computational Resources for the Nanomaterials Theory Institute at the CNMS,Center for Nanophase Material Sciences,Oak Ridge
kadrlica,Fermi National Accelerator Laboratory,DOELAB,United States of America,True,400.0,0.0,200.0,0.0,Stephen Bailey,Cosmology Data Repository,Astrophysics,Batavia
yongseon,Korea Astronomy and Space Science Institute,OTHGOVLB,Korea (the Republic of),True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Centre of Theoretical Astrophysics Centre,Daejeon
lindsayl,Oak Ridge National Laboratory,DOELAB,United States of America,True,12750.0,219.5825,3750.0675,28.205,Lucas Lindsay,First principles thermal transport for basic energy sciences,Materials Science and Technology Division,Oak Ridge
skent,Fermi National Accelerator Laboratory,DOELAB,United States of America,True,2301.0,0.0,2200.0,0.0,Stephen Bailey,Cosmology Data Repository,Scientific Computing Division,Batavia
guofan,Los Alamos National Laboratory,DOELAB,United States of America,True,75400.0,939.105,20646.341111111116,0.0,Fan Guo,Non-thermal Particle Acceleration in Astrophysical Magnetic Reconnection,Theoretical Division,Los Alamos
nsevilla,CIEMAT,OTHGOVLB,Spain,True,3825.0,14.865277777777775,550.0,0.0,Joe Zuntz,Dark Energy Survey,Basic Research,Madrid
rlehe,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,8000.0,0.0,6000.0,567.2397222222222,Carlo Benedetti,Simulation of laser-plasma particle accelerators,ATAP,Berkeley
liang,University of California Merced,UNIV,United States of America,True,375.0,0.0,22.5,0.0,Liang Shi,Theoretical Spectroscopy of Complex Systems,Chemistry and Chemical Biology,Merced
erabani,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,7380.209722222222,0.0,25750.289166666666,0.0,Eran Rabani,Stochastic techniques for optical excitation in nanostructures,MSD,Berkeley
j_white,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,8750.0,0.0,2985.6272222222224,0.0,John Shalf,Advanced Technology Group: (CoDEx) CoDesign for Exascale,,Berkeley
sqtang,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,14350.0,1.3805555555555555,8529.882633333333,0.0,Po-Lun Ma,Enabling Aerosol-cloud interactions at GLobal convection-permitting scalES (EAGLES),"The Atmospheric, Earth, and Energy Division",Richland
johnmeng,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280002.5,0.0,10002.5,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Genomic Technologies Group,Walnut Creek
jshepher,University of Iowa,UNIV,United States of America,True,12175.0,0.0,0.0,0.0,James Shepherd,High temperature electronic structure theory using density matrix quantum Monte Carlo,,Iowa City
eoberort,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,280000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,DNA Synthesis,Walnut Creek
dvural,Oak Ridge National Laboratory,DOELAB,United States of America,True,19.776666666666667,0.0,4375.051111111111,0.0,Jeremy Smith,Molecular Dynamics Simulations of Protein Dynamics and Lignocellulosic Biomass,UTK  BCMB department,Oak Ridge
bjcole,Lawrence Berkeley National Laboratory - Joint Genome Institute (JGI),DOELAB,United States of America,True,2800.0,6.559722222222222,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,JGI,Walnut Creek
jpsota,Massachusetts Institute of Technology,UNIV,United States of America,True,43325.0,10907.47,75.0,0.0,Armando Solar-Lezama,Software Synthesis for High Productivity ExaScale Computing,MIT Computer Science Dept,Cambridge
rinaldi,Quantinuum KK,INDUSTRY,Japan,True,90100.0,0.0,33000.0,4.493333333333333,Enrico Rinaldi,Combinatorial Optimization on the next generation of quantum devices ,Physics,
rjhb,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,114197.5,3.6752777777777776,1163110.0,0.0,Sudip Dosanjh,NERSC Staff Accounts,HPC Department,Berkeley
jedobson,"King's College, London",UNIV,United Kingdom of Great Britain and Northern Ireland,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,High Energy Physics Group,London
czarzyck,Penn State University - University Park,UNIV,United States of America,True,300054.0,519.6441666666667,5100.0,0.0,Paul Ullrich,A Framework for Improving Analysis and Modeling of Earth System and Intersectoral Dynamics at Regional Scales,Department of Meteorology and Atmospheric Science,University Park
tianq,University of Pennsylvania,UNIV,United States of America,True,2130.0,1063.430833333333,0.0,0.0,Joseph Subotnik,"Strong Light Matter Coupling, Electronic Transitions, and Nuclear Motion in Cavities and Beyond",Chemistry,Philadelphia
mikeprit,University of California Irvine,UNIV,United States of America,True,11750.0,0.0,252459.52194444445,0.0,Michael Pritchard,"Exploring global aerosol cloud interactions in unprecedented numerical fidelity by combining breakthroughs in multi-scale modeling, GPU supercomputing and neural network process emulation",Earth System Sciences,Irvine
jasorey,Universidad Complutense de Madrid,UNIV,Spain,True,2000.0,0.0,2000.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Center for Theoretical Astrophysics,Madrid
sfroment,"Instituto de Ciencias Físicas, UNAM ",UNIV,Mexico,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,,Cuernavaca
dskim,University of California Los Angeles (UCLA),UNIV,United States of America,True,11263.503611111111,0.0,6053.316111111111,0.0,Colin Ophus,National Center for Electron Microscopy Hub,Physics,Los Angeles
